Charter Date,Vessel Type,Charter Price ($/day),Duration (days),LNG Capacity (m),LPG Capacity (m),Cargo Capacity (DWT),Container Capacity (TEU),Size Category,Cargo Type,Vessel Length (m),Vessel breadth (m),Fuel Cost ($/liter),Age_of_Vess
2021-08-10,Bulk Carrier,27495,334,,,12852.0,,Handysize,Iron Ore,162,52,0.68,10
2021-10-17,Bulk Carrier,25439,392,,,28654.0,,Panamax,Coal,116,34,0.61,17
2023-02-08,Tanker,17953,363,,,317935.0,,Aframax,Crude Oil,283,55,0.59,14
2023-08-15,LPG Carrier,24148,347,,59929.0,,,Typical LPG Carrier,Liquified Petroleum Gas,215,24,0.57,7
2021-04-20,Tanker,31386,162,,,125167.0,,VLCC,Refined Products,171,21,0.72,16
2021-01-20,Container Ship,10534,210,,,,4116.0,Panamax Ships,Electronics,174,56,0.65,5
2021-11-12,Container Ship,32280,288,,,,11397.0,Panamax Ships,Chemicals,271,41,0.68,7
2021-05-08,LPG Carrier,20137,310,,48084.0,,,Typical LPG Carrier,Liquified Petroleum Gas,109,19,0.59,15
2021-03-06,LPG Carrier,30528,324,,33374.0,,,Typical LPG Carrier,Liquified Petroleum Gas,219,17,0.71,3
2021-02-21,Tanker,16361,153,,,94412.0,,Panamax,Refined Products,133,64,0.68,7
2023-09-10,LNG Carrier,44588,162,107677.0,,,,Typical LNG Carrier,Liquified Natural Gas,283,49,0.56,5
2023-09-15,LNG Carrier,54895,84,107949.0,,,,Typical LNG Carrier,Liquified Natural Gas,222,45,0.5,11
2022-12-22,Tanker,30281,172,,,147306.0,,MR,Refined Products,269,60,0.71,6
2023-02-05,Container Ship,28162,385,,,,10185.0,Post-Panamax Ships,Electronics,245,30,0.53,16
2022-04-17,LPG Carrier,25386,418,,14988.0,,,Typical LPG Carrier,Liquified Petroleum Gas,153,18,0.61,10
2023-05-21,Container Ship,21024,115,,,,9079.0,New Panamax (Neo-Panamax) Ships,Apparel,300,32,0.55,18
2023-06-17,Bulk Carrier,12066,129,,,106354.0,,Handysize,Iron Ore,185,20,0.77,16
2023-07-09,LNG Carrier,38766,370,123782.0,,,,Typical LNG Carrier,Liquified Natural Gas,266,42,0.78,1
2023-08-23,LPG Carrier,27183,368,,48897.0,,,Typical LPG Carrier,Liquified Petroleum Gas,146,27,0.69,3
2023-10-25,LPG Carrier,25410,353,,72205.0,,,Typical LPG Carrier,Liquified Petroleum Gas,155,28,0.56,9
2023-01-26,Tanker,22887,170,,,286143.0,,Handysize,Crude Oil,185,65,0.68,7
2021-11-02,LNG Carrier,33038,191,116036.0,,,,Typical LNG Carrier,Liquified Natural Gas,259,49,0.75,7
2023-01-14,LNG Carrier,39295,406,118137.0,,,,Typical LNG Carrier,Liquified Natural Gas,205,40,0.62,17
2021-12-12,Container Ship,21956,71,,,,4041.0,Feeder Ships,Chemicals,185,41,0.78,2
2022-05-05,Bulk Carrier,10048,168,,,40466.0,,Panamax,Iron Ore,268,31,0.64,18
2023-05-19,LPG Carrier,20274,405,,44138.0,,,Typical LPG Carrier,Liquified Petroleum Gas,213,24,0.65,4
2022-06-20,LNG Carrier,56668,189,123845.0,,,,Typical LNG Carrier,Liquified Natural Gas,245,50,0.71,1
2021-10-29,Bulk Carrier,29916,116,,,180431.0,,Panamax,Iron Ore,278,26,0.72,15
2023-03-19,LNG Carrier,56401,159,117258.0,,,,Typical LNG Carrier,Liquified Natural Gas,253,49,0.65,8
2023-06-05,Bulk Carrier,29018,345,,,146626.0,,Handysize,Grain,264,37,0.63,13
2021-06-21,Container Ship,28519,313,,,,3648.0,Panamax Ships,Consumer Goods,271,16,0.53,5
2021-12-18,Bulk Carrier,13864,131,,,128143.0,,Panamax,Iron Ore,195,38,0.76,15
2021-01-25,Bulk Carrier,10929,241,,,74898.0,,Capesize,Coal,131,33,0.73,2
2023-07-31,LNG Carrier,46769,382,104569.0,,,,Typical LNG Carrier,Liquified Natural Gas,238,44,0.65,5
2021-03-15,LNG Carrier,38485,412,126599.0,,,,Typical LNG Carrier,Liquified Natural Gas,279,40,0.69,9
2022-06-15,Container Ship,15068,101,,,,6259.0,Post-Panamax Ships,Consumer Goods,287,30,0.62,13
2022-02-04,LPG Carrier,42660,283,,30055.0,,,Typical LPG Carrier,Liquified Petroleum Gas,101,23,0.6,14
2021-03-18,Bulk Carrier,28142,169,,,136072.0,,Capesize,Coal,130,27,0.8,6
2023-02-20,Tanker,38931,150,,,295093.0,,VLCC,Refined Products,330,32,0.52,4
2021-02-17,LPG Carrier,41001,52,,52400.0,,,Typical LPG Carrier,Liquified Petroleum Gas,124,23,0.54,15
2023-01-14,Bulk Carrier,23643,435,,,161968.0,,Handysize,Grain,256,42,0.66,12
2021-08-23,LPG Carrier,27457,172,,17091.0,,,Typical LPG Carrier,Liquified Petroleum Gas,129,21,0.59,4
2023-03-05,Bulk Carrier,29794,316,,,24831.0,,Handymax/Supramax,Iron Ore,278,53,0.74,9
2021-07-21,Bulk Carrier,20542,62,,,11969.0,,Handymax/Supramax,Grain,254,57,0.53,4
2022-10-31,Bulk Carrier,21359,178,,,178340.0,,Handysize,Iron Ore,127,53,0.59,2
2021-08-29,Container Ship,14670,336,,,,6487.0,Feedermax Ships,Apparel,183,40,0.51,15
2023-09-28,Tanker,26564,163,,,272170.0,,MR,Crude Oil,300,50,0.7,5
2023-03-27,LNG Carrier,44285,427,109023.0,,,,Typical LNG Carrier,Liquified Natural Gas,299,45,0.69,13
2023-04-10,Tanker,39784,403,,,130541.0,,ULCC,Refined Products,202,40,0.71,7
2023-12-29,Bulk Carrier,16323,255,,,51333.0,,Handysize,Grain,151,42,0.8,18
2021-05-11,Bulk Carrier,17410,112,,,56194.0,,Capesize,Coal,259,52,0.77,15
2023-08-16,Container Ship,14636,86,,,,6066.0,Panamax Ships,Apparel,381,34,0.68,18
2021-02-08,LPG Carrier,28228,425,,6380.0,,,Typical LPG Carrier,Liquified Petroleum Gas,108,39,0.72,14
2021-08-17,Container Ship,24118,62,,,,12287.0,Feeder Ships,Machinery,191,48,0.8,2
2022-03-29,LPG Carrier,24352,185,,28931.0,,,Typical LPG Carrier,Liquified Petroleum Gas,219,24,0.73,11
2024-01-23,LPG Carrier,28597,334,,12211.0,,,Typical LPG Carrier,Liquified Petroleum Gas,189,18,0.58,17
2023-02-19,LPG Carrier,39615,259,,67608.0,,,Typical LPG Carrier,Liquified Petroleum Gas,227,32,0.74,4
2022-06-10,LNG Carrier,47160,279,110692.0,,,,Typical LNG Carrier,Liquified Natural Gas,246,43,0.74,17
2023-11-17,Tanker,41909,184,,,329077.0,,ULCC,Crude Oil,304,63,0.55,2
2021-06-14,Bulk Carrier,20358,358,,,65239.0,,Handymax/Supramax,Grain,264,35,0.78,15
2021-03-30,LPG Carrier,41330,407,,66500.0,,,Typical LPG Carrier,Liquified Petroleum Gas,165,21,0.59,3
2023-06-05,Bulk Carrier,23403,370,,,80224.0,,Handymax/Supramax,Iron Ore,286,49,0.68,17
2023-01-20,Tanker,32934,69,,,89252.0,,Aframax,Crude Oil,171,20,0.56,1
2023-07-14,Container Ship,30903,51,,,,12066.0,Panamax Ships,Consumer Goods,344,36,0.8,9
2023-06-03,Bulk Carrier,11975,267,,,190452.0,,Handysize,Coal,174,29,0.64,11
2022-09-09,Tanker,38437,323,,,245592.0,,Suezmax,Refined Products,77,28,0.57,18
2021-12-14,Tanker,15752,166,,,196572.0,,VLCC,Refined Products,87,45,0.58,10
2022-12-12,Tanker,21460,242,,,286312.0,,MR,Refined Products,187,51,0.69,18
2023-10-23,Tanker,20925,150,,,360568.0,,LR1,Refined Products,349,30,0.71,6
2022-10-29,LPG Carrier,21873,309,,57534.0,,,Typical LPG Carrier,Liquified Petroleum Gas,156,25,0.68,12
2023-06-07,LNG Carrier,51110,134,112750.0,,,,Typical LNG Carrier,Liquified Natural Gas,282,43,0.59,1
2022-04-08,Bulk Carrier,20383,216,,,120844.0,,Handymax/Supramax,Iron Ore,173,52,0.74,11
2022-07-01,LNG Carrier,53034,338,141782.0,,,,Typical LNG Carrier,Liquified Natural Gas,287,50,0.67,4
2023-01-21,Tanker,16103,257,,,344323.0,,ULCC,Refined Products,176,62,0.66,8
2023-11-26,LPG Carrier,20192,278,,25355.0,,,Typical LPG Carrier,Liquified Petroleum Gas,151,40,0.7,10
2022-03-29,Container Ship,23618,226,,,,9715.0,Feeder Ships,Electronics,334,45,0.54,6
2022-09-17,Bulk Carrier,17255,262,,,28197.0,,Panamax,Iron Ore,287,29,0.56,15
2021-03-07,LPG Carrier,35007,293,,20150.0,,,Typical LPG Carrier,Liquified Petroleum Gas,111,36,0.64,1
2021-10-05,Container Ship,24269,437,,,,3396.0,Post-Panamax Ships,Chemicals,97,31,0.73,10
2021-07-12,Tanker,43675,232,,,103153.0,,Handysize,Refined Products,297,44,0.55,14
2021-07-14,LPG Carrier,39893,82,,52494.0,,,Typical LPG Carrier,Liquified Petroleum Gas,194,23,0.74,7
2021-03-10,LPG Carrier,33461,434,,15447.0,,,Typical LPG Carrier,Liquified Petroleum Gas,117,24,0.5,11
2023-07-30,LNG Carrier,40604,424,127797.0,,,,Typical LNG Carrier,Liquified Natural Gas,215,45,0.58,15
2022-12-29,LPG Carrier,38369,239,,26193.0,,,Typical LPG Carrier,Liquified Petroleum Gas,162,28,0.67,12
2022-11-17,Bulk Carrier,17713,250,,,25677.0,,Capesize,Iron Ore,117,55,0.55,16
2022-04-23,Tanker,24947,123,,,300664.0,,Handysize,Refined Products,282,31,0.79,7
2021-06-04,Tanker,18396,81,,,119542.0,,Aframax,Crude Oil,305,31,0.78,17
2022-07-22,Container Ship,24184,253,,,,6938.0,Feeder Ships,Chemicals,80,46,0.53,6
2023-06-15,Tanker,22643,387,,,245609.0,,Panamax,Crude Oil,184,41,0.75,13
2022-10-26,Tanker,34636,101,,,62178.0,,Handysize,Refined Products,79,27,0.75,17
2021-09-14,LPG Carrier,32537,45,,67486.0,,,Typical LPG Carrier,Liquified Petroleum Gas,109,24,0.78,2
2021-06-22,Tanker,28292,327,,,300885.0,,MR,Refined Products,175,44,0.65,17
2022-04-21,Container Ship,18712,235,,,,3433.0,Panamax Ships,Consumer Goods,80,42,0.51,1
2021-12-07,Tanker,41131,187,,,351232.0,,VLCC,Crude Oil,270,28,0.78,1
2022-12-11,Container Ship,32743,218,,,,3321.0,New Panamax (Neo-Panamax) Ships,Machinery,70,14,0.56,3
2021-08-02,LPG Carrier,24710,124,,61877.0,,,Typical LPG Carrier,Liquified Petroleum Gas,212,30,0.5,3
2021-05-02,Bulk Carrier,13675,108,,,91726.0,,Panamax,Iron Ore,230,43,0.55,15
2022-05-18,Tanker,30633,84,,,219429.0,,VLCC,Crude Oil,98,45,0.71,10
2021-07-15,LPG Carrier,35102,422,,63983.0,,,Typical LPG Carrier,Liquified Petroleum Gas,215,23,0.53,5
2023-02-16,Container Ship,13936,90,,,,6231.0,Feedermax Ships,Consumer Goods,181,29,0.54,2
2023-02-26,LNG Carrier,35846,208,107806.0,,,,Typical LNG Carrier,Liquified Natural Gas,226,43,0.63,17
2021-05-21,Container Ship,34766,220,,,,8476.0,Panamax Ships,Apparel,250,56,0.6,2
2023-10-10,Tanker,29692,233,,,392930.0,,ULCC,Crude Oil,127,28,0.77,10
2022-08-03,Container Ship,20313,152,,,,4890.0,Panamax Ships,Machinery,114,22,0.59,16
2021-09-09,Tanker,27727,177,,,165419.0,,MR,Crude Oil,222,46,0.51,12
2021-03-03,LPG Carrier,29026,213,,21443.0,,,Typical LPG Carrier,Liquified Petroleum Gas,158,18,0.52,18
2021-01-20,Tanker,27489,333,,,260808.0,,Aframax,Refined Products,148,65,0.69,14
2021-12-12,Bulk Carrier,25973,72,,,84794.0,,Handysize,Coal,154,41,0.72,7
2022-10-06,Tanker,28076,65,,,273757.0,,Handysize,Refined Products,168,54,0.74,2
2021-12-18,LNG Carrier,48547,271,132106.0,,,,Typical LNG Carrier,Liquified Natural Gas,205,50,0.69,11
2022-06-15,LPG Carrier,42499,341,,41590.0,,,Typical LPG Carrier,Liquified Petroleum Gas,195,40,0.54,15
2021-09-07,Tanker,45552,212,,,292548.0,,LR1,Refined Products,183,35,0.66,1
2023-01-04,LPG Carrier,22233,227,,11172.0,,,Typical LPG Carrier,Liquified Petroleum Gas,110,25,0.51,11
2021-02-25,Container Ship,11387,422,,,,9427.0,Feeder Ships,Consumer Goods,363,57,0.75,7
2021-12-23,LPG Carrier,28603,133,,52235.0,,,Typical LPG Carrier,Liquified Petroleum Gas,112,15,0.61,3
2021-01-26,LPG Carrier,30011,367,,36916.0,,,Typical LPG Carrier,Liquified Petroleum Gas,126,26,0.56,13
2023-07-18,LNG Carrier,52429,409,143946.0,,,,Typical LNG Carrier,Liquified Natural Gas,278,42,0.57,4
2023-07-11,Container Ship,29257,306,,,,7196.0,Post-Panamax Ships,Apparel,383,47,0.7,10
2023-09-02,LPG Carrier,42339,324,,74064.0,,,Typical LPG Carrier,Liquified Petroleum Gas,208,30,0.75,14
2021-01-21,Bulk Carrier,27660,227,,,23255.0,,Handysize,Grain,150,42,0.55,17
2023-12-18,LNG Carrier,52417,307,107232.0,,,,Typical LNG Carrier,Liquified Natural Gas,272,48,0.8,6
2022-02-23,Tanker,21143,358,,,160605.0,,ULCC,Refined Products,301,48,0.72,8
2022-02-24,LNG Carrier,54352,91,105403.0,,,,Typical LNG Carrier,Liquified Natural Gas,294,47,0.76,11
2022-06-15,LNG Carrier,30538,391,132500.0,,,,Typical LNG Carrier,Liquified Natural Gas,253,40,0.57,4
2023-08-25,Tanker,41274,305,,,100279.0,,MR,Refined Products,112,51,0.51,7
2021-11-23,LPG Carrier,38451,74,,50515.0,,,Typical LPG Carrier,Liquified Petroleum Gas,218,35,0.75,4
2023-01-05,Tanker,30063,47,,,313619.0,,ULCC,Crude Oil,179,55,0.56,17
2021-09-22,Tanker,39101,268,,,132734.0,,Handysize,Crude Oil,223,41,0.71,2
2021-07-29,Bulk Carrier,10914,383,,,65792.0,,Handymax/Supramax,Coal,247,41,0.76,17
2021-05-17,Tanker,41199,295,,,271172.0,,VLCC,Refined Products,103,56,0.55,12
2023-06-04,Container Ship,22964,191,,,,13584.0,New Panamax (Neo-Panamax) Ships,Chemicals,323,34,0.8,17
2021-12-18,Container Ship,29280,351,,,,3973.0,Panamax Ships,Consumer Goods,241,15,0.72,13
2024-01-15,LNG Carrier,26742,358,128790.0,,,,Typical LNG Carrier,Liquified Natural Gas,209,42,0.5,14
2022-02-21,Tanker,28442,317,,,173644.0,,MR,Refined Products,310,53,0.51,1
2023-06-04,LNG Carrier,29943,369,118390.0,,,,Typical LNG Carrier,Liquified Natural Gas,229,45,0.59,5
2023-04-03,Bulk Carrier,10838,215,,,59344.0,,Capesize,Grain,287,34,0.51,18
2023-12-01,Tanker,48162,334,,,162962.0,,Suezmax,Refined Products,341,60,0.72,11
2021-07-08,Container Ship,21871,300,,,,12751.0,Feeder Ships,Electronics,258,46,0.64,2
2023-09-02,Tanker,32762,66,,,192176.0,,MR,Crude Oil,252,37,0.79,11
2023-12-20,Container Ship,24668,349,,,,12903.0,New Panamax (Neo-Panamax) Ships,Electronics,207,42,0.73,1
2022-06-17,LNG Carrier,55152,375,118746.0,,,,Typical LNG Carrier,Liquified Natural Gas,274,40,0.74,16
2023-10-27,LNG Carrier,39190,304,128653.0,,,,Typical LNG Carrier,Liquified Natural Gas,239,46,0.62,18
2023-11-27,LNG Carrier,48247,73,113121.0,,,,Typical LNG Carrier,Liquified Natural Gas,256,46,0.5,6
2021-04-04,Container Ship,22630,319,,,,4083.0,Feedermax Ships,Apparel,169,25,0.59,10
2024-01-15,LPG Carrier,23768,425,,70405.0,,,Typical LPG Carrier,Liquified Petroleum Gas,175,22,0.52,7
2021-04-13,Tanker,25584,65,,,189683.0,,Handysize,Crude Oil,235,57,0.51,4
2021-10-22,LNG Carrier,57076,107,115235.0,,,,Typical LNG Carrier,Liquified Natural Gas,224,49,0.71,9
2024-01-30,Bulk Carrier,19711,46,,,127243.0,,Handymax/Supramax,Coal,111,58,0.69,10
2021-11-10,LPG Carrier,28038,51,,47490.0,,,Typical LPG Carrier,Liquified Petroleum Gas,163,31,0.7,3
2024-01-06,LNG Carrier,54275,220,138242.0,,,,Typical LNG Carrier,Liquified Natural Gas,223,44,0.55,8
2023-07-03,LNG Carrier,56942,393,105708.0,,,,Typical LNG Carrier,Liquified Natural Gas,207,42,0.72,1
2023-07-09,Bulk Carrier,21799,52,,,160522.0,,Handymax/Supramax,Coal,208,45,0.6,15
2021-06-16,Container Ship,31012,66,,,,13938.0,Panamax Ships,Chemicals,181,25,0.7,18
2023-03-04,Tanker,42185,133,,,51554.0,,LR2,Refined Products,219,46,0.77,5
2023-10-02,Tanker,21020,63,,,94082.0,,Handysize,Crude Oil,93,28,0.71,1
2021-06-15,Tanker,36556,68,,,243291.0,,VLCC,Crude Oil,273,29,0.69,2
2022-05-23,Tanker,46274,383,,,110552.0,,Aframax,Refined Products,77,34,0.62,11
2024-01-22,Bulk Carrier,23933,45,,,70989.0,,Handymax/Supramax,Grain,158,45,0.65,6
2022-11-30,Container Ship,18298,365,,,,3006.0,Feeder Ships,Electronics,388,18,0.67,10
2022-03-23,Bulk Carrier,26083,62,,,145459.0,,Handymax/Supramax,Grain,160,22,0.76,1
2022-07-30,LPG Carrier,35144,337,,15793.0,,,Typical LPG Carrier,Liquified Petroleum Gas,146,17,0.57,2
2022-11-08,Bulk Carrier,11478,218,,,84624.0,,Capesize,Coal,157,59,0.62,5
2023-03-13,Bulk Carrier,28667,338,,,115003.0,,Panamax,Iron Ore,258,32,0.72,4
2022-04-10,LPG Carrier,35284,331,,22001.0,,,Typical LPG Carrier,Liquified Petroleum Gas,193,24,0.71,1
2023-12-06,Bulk Carrier,23843,342,,,41110.0,,Handymax/Supramax,Grain,269,36,0.52,7
2023-03-20,Tanker,24043,334,,,321280.0,,ULCC,Crude Oil,72,22,0.67,18
2022-03-22,Container Ship,28223,317,,,,4071.0,New Panamax (Neo-Panamax) Ships,Apparel,171,28,0.75,7
2023-08-31,Bulk Carrier,23636,88,,,92936.0,,Handysize,Coal,138,30,0.66,8
2022-02-11,Tanker,49723,299,,,388411.0,,ULCC,Crude Oil,235,58,0.71,8
2022-06-08,Container Ship,31234,55,,,,5058.0,New Panamax (Neo-Panamax) Ships,Electronics,387,35,0.69,9
2022-08-21,LNG Carrier,29001,100,127796.0,,,,Typical LNG Carrier,Liquified Natural Gas,215,45,0.59,18
2023-06-28,Container Ship,19857,278,,,,13370.0,Post-Panamax Ships,Consumer Goods,112,41,0.63,8
2022-04-10,Bulk Carrier,25299,81,,,147556.0,,Panamax,Coal,224,24,0.73,3
2023-11-27,Bulk Carrier,15640,76,,,17740.0,,Capesize,Grain,272,40,0.71,5
2022-04-04,Container Ship,34407,74,,,,13162.0,Feedermax Ships,Machinery,183,45,0.52,3
2021-02-09,LNG Carrier,35663,400,102819.0,,,,Typical LNG Carrier,Liquified Natural Gas,241,43,0.5,16
2021-05-06,LPG Carrier,38592,268,,34001.0,,,Typical LPG Carrier,Liquified Petroleum Gas,225,40,0.77,5
2021-04-22,Tanker,23180,310,,,317749.0,,Suezmax,Refined Products,128,59,0.66,9
2023-05-16,Bulk Carrier,25280,104,,,154796.0,,Capesize,Iron Ore,151,26,0.65,17
2022-04-06,Bulk Carrier,28917,246,,,195251.0,,Handysize,Grain,294,60,0.66,3
2021-06-15,LPG Carrier,23081,396,,31102.0,,,Typical LPG Carrier,Liquified Petroleum Gas,163,31,0.79,8
2021-05-01,LNG Carrier,36790,300,111125.0,,,,Typical LNG Carrier,Liquified Natural Gas,253,42,0.61,17
2023-01-15,Bulk Carrier,24515,374,,,24423.0,,Panamax,Iron Ore,267,49,0.52,2
2023-07-26,LPG Carrier,36228,289,,47296.0,,,Typical LPG Carrier,Liquified Petroleum Gas,141,21,0.63,4
2022-02-20,Tanker,19060,302,,,188811.0,,Suezmax,Refined Products,104,31,0.77,12
2022-04-06,Tanker,15440,121,,,104916.0,,ULCC,Refined Products,145,22,0.61,17
2021-06-11,Container Ship,21027,95,,,,9144.0,Feedermax Ships,Consumer Goods,182,50,0.75,6
2023-04-03,Container Ship,29864,162,,,,3146.0,New Panamax (Neo-Panamax) Ships,Apparel,213,58,0.69,5
2023-05-29,Tanker,36453,118,,,368704.0,,Aframax,Refined Products,84,52,0.7,1
2021-05-03,LNG Carrier,59084,110,114669.0,,,,Typical LNG Carrier,Liquified Natural Gas,236,48,0.7,5
2022-07-01,Container Ship,27591,146,,,,10214.0,New Panamax (Neo-Panamax) Ships,Machinery,174,29,0.54,1
2023-03-21,LNG Carrier,42837,190,137396.0,,,,Typical LNG Carrier,Liquified Natural Gas,294,40,0.67,16
2021-03-19,Container Ship,31446,180,,,,8610.0,New Panamax (Neo-Panamax) Ships,Apparel,358,19,0.51,5
2023-06-08,Tanker,49132,66,,,203775.0,,Suezmax,Refined Products,154,49,0.66,4
2023-12-06,Container Ship,12407,430,,,,5411.0,New Panamax (Neo-Panamax) Ships,Chemicals,102,42,0.71,13
2023-07-19,Tanker,45795,149,,,169809.0,,VLCC,Refined Products,333,34,0.61,7
2021-07-09,Container Ship,17821,79,,,,5517.0,New Panamax (Neo-Panamax) Ships,Consumer Goods,238,50,0.71,9
2021-10-14,Bulk Carrier,15510,371,,,35150.0,,Panamax,Iron Ore,228,32,0.64,12
2024-01-12,Container Ship,24258,148,,,,7547.0,Panamax Ships,Apparel,318,20,0.63,5
2023-12-30,LPG Carrier,20948,131,,18891.0,,,Typical LPG Carrier,Liquified Petroleum Gas,209,37,0.57,8
2022-02-21,Bulk Carrier,13116,131,,,72557.0,,Handysize,Grain,289,44,0.57,3
2021-10-01,Bulk Carrier,16785,308,,,22946.0,,Panamax,Coal,285,32,0.56,3
2021-09-10,Container Ship,10017,122,,,,10011.0,Feeder Ships,Chemicals,299,56,0.78,7
2022-06-21,Bulk Carrier,12135,185,,,93444.0,,Handymax/Supramax,Coal,264,31,0.78,8
2023-05-11,LNG Carrier,29617,166,126289.0,,,,Typical LNG Carrier,Liquified Natural Gas,272,45,0.76,3
2021-10-01,LPG Carrier,33155,237,,76370.0,,,Typical LPG Carrier,Liquified Petroleum Gas,183,30,0.64,13
2023-07-20,Tanker,29794,99,,,103675.0,,LR2,Crude Oil,121,65,0.69,8
2022-06-13,Bulk Carrier,16320,119,,,148867.0,,Panamax,Grain,140,56,0.57,5
2021-11-09,Tanker,17297,434,,,234661.0,,ULCC,Refined Products,237,56,0.63,3
2022-07-24,Container Ship,26632,46,,,,6715.0,Feedermax Ships,Electronics,333,59,0.69,2
2023-04-18,Tanker,16844,295,,,204509.0,,MR,Crude Oil,230,48,0.51,2
2022-01-02,Tanker,40873,355,,,106961.0,,ULCC,Crude Oil,263,25,0.58,17
2023-08-07,Container Ship,24813,286,,,,6765.0,Feeder Ships,Electronics,77,28,0.53,8
2022-10-26,LNG Carrier,49437,399,116045.0,,,,Typical LNG Carrier,Liquified Natural Gas,231,46,0.65,18
2023-03-29,LNG Carrier,32481,344,115067.0,,,,Typical LNG Carrier,Liquified Natural Gas,213,43,0.78,9
2022-08-03,LPG Carrier,20690,347,,27153.0,,,Typical LPG Carrier,Liquified Petroleum Gas,179,33,0.76,8
2024-01-24,LNG Carrier,31834,275,118361.0,,,,Typical LNG Carrier,Liquified Natural Gas,228,40,0.76,17
2023-06-11,Tanker,17478,173,,,310942.0,,Aframax,Refined Products,75,28,0.74,10
2022-05-08,Container Ship,17136,269,,,,4451.0,Post-Panamax Ships,Machinery,259,48,0.66,1
2022-07-13,Bulk Carrier,27671,178,,,23985.0,,Handysize,Iron Ore,245,36,0.79,13
2023-12-03,Container Ship,21139,103,,,,13742.0,Feeder Ships,Electronics,237,46,0.61,17
2021-03-20,LPG Carrier,27685,68,,25683.0,,,Typical LPG Carrier,Liquified Petroleum Gas,172,17,0.64,12
2021-05-09,LNG Carrier,42577,50,129031.0,,,,Typical LNG Carrier,Liquified Natural Gas,247,43,0.61,17
2021-06-18,Bulk Carrier,16636,357,,,97235.0,,Capesize,Coal,237,58,0.52,15
2021-09-17,Bulk Carrier,29203,410,,,33595.0,,Capesize,Iron Ore,228,58,0.7,6
2023-04-17,Bulk Carrier,17584,66,,,145128.0,,Handymax/Supramax,Coal,160,23,0.64,8
2023-04-16,Container Ship,27838,355,,,,12349.0,Panamax Ships,Chemicals,181,26,0.74,8
2024-01-28,Tanker,46110,168,,,319023.0,,MR,Crude Oil,306,48,0.57,3
2022-11-30,LPG Carrier,28336,281,,62622.0,,,Typical LPG Carrier,Liquified Petroleum Gas,194,26,0.57,10
2024-01-21,Container Ship,29611,131,,,,12404.0,Panamax Ships,Machinery,289,20,0.77,5
2023-04-15,Bulk Carrier,25091,443,,,24288.0,,Handymax/Supramax,Iron Ore,121,51,0.73,11
2022-05-15,Bulk Carrier,15871,169,,,83513.0,,Capesize,Grain,146,50,0.6,5
2023-02-14,Bulk Carrier,18403,206,,,90011.0,,Panamax,Grain,266,32,0.8,13
2021-02-13,Bulk Carrier,20389,423,,,95580.0,,Handysize,Iron Ore,185,53,0.64,2
2023-05-06,Tanker,28934,354,,,371671.0,,VLCC,Crude Oil,315,65,0.75,10
2021-08-11,Container Ship,34852,160,,,,6338.0,Feedermax Ships,Apparel,221,18,0.7,18
2023-06-07,LNG Carrier,44689,95,149174.0,,,,Typical LNG Carrier,Liquified Natural Gas,268,48,0.75,18
2022-03-05,LNG Carrier,53010,279,149719.0,,,,Typical LNG Carrier,Liquified Natural Gas,278,42,0.53,13
2021-10-17,Tanker,17781,428,,,282146.0,,MR,Crude Oil,215,60,0.74,7
2021-07-10,LPG Carrier,33132,253,,11067.0,,,Typical LPG Carrier,Liquified Petroleum Gas,106,19,0.58,8
2023-12-11,Tanker,43243,278,,,101153.0,,LR2,Refined Products,88,39,0.75,17
2023-05-15,LNG Carrier,40100,155,140461.0,,,,Typical LNG Carrier,Liquified Natural Gas,297,47,0.64,6
2023-05-05,Tanker,28839,354,,,162031.0,,ULCC,Refined Products,82,28,0.56,15
2022-11-25,LPG Carrier,34434,385,,14346.0,,,Typical LPG Carrier,Liquified Petroleum Gas,172,22,0.64,13
2021-06-29,Tanker,46502,370,,,300809.0,,LR1,Refined Products,93,49,0.57,5
2023-01-15,Tanker,29524,252,,,364066.0,,LR1,Refined Products,304,53,0.58,6
2021-07-24,Tanker,34901,406,,,319617.0,,Suezmax,Crude Oil,158,38,0.76,6
2021-05-02,Bulk Carrier,29325,139,,,168711.0,,Panamax,Coal,195,29,0.54,3
2023-04-24,LNG Carrier,46053,260,135118.0,,,,Typical LNG Carrier,Liquified Natural Gas,259,40,0.69,13
2023-02-10,LNG Carrier,55574,371,101475.0,,,,Typical LNG Carrier,Liquified Natural Gas,234,44,0.53,3
2023-05-22,Container Ship,20254,306,,,,9813.0,Feedermax Ships,Chemicals,378,26,0.78,10
2022-01-27,LPG Carrier,40635,395,,11156.0,,,Typical LPG Carrier,Liquified Petroleum Gas,207,29,0.79,12
2023-09-06,LNG Carrier,34990,173,142669.0,,,,Typical LNG Carrier,Liquified Natural Gas,260,50,0.64,11
2021-06-08,LPG Carrier,27825,267,,50247.0,,,Typical LPG Carrier,Liquified Petroleum Gas,177,37,0.62,12
2023-05-03,LPG Carrier,37279,124,,31480.0,,,Typical LPG Carrier,Liquified Petroleum Gas,163,27,0.57,7
2021-12-27,Tanker,23606,433,,,156541.0,,ULCC,Refined Products,182,37,0.61,17
2023-01-12,Tanker,27547,437,,,119452.0,,Suezmax,Refined Products,286,43,0.54,9
2023-02-06,LNG Carrier,38951,346,136780.0,,,,Typical LNG Carrier,Liquified Natural Gas,202,47,0.54,5
