Charter Date,Vessel Type,Charter Price ($/day),Duration (days),LNG Capacity (m),LPG Capacity (m),Cargo Capacity (DWT),Container Capacity (TEU),Size Category,Cargo Type,Vessel Length (m),Vessel breadth (m),Fuel Cost ($/liter),Age_of_Vess
2023-10-01,Bulk Carrier,11591,287,,,79754.0,,Handysize,Coal,148,45,0.74,10
2022-05-24,Container Ship,29774,210,,,,13442.0,Post-Panamax Ships,Apparel,116,37,0.62,5
2024-01-12,Bulk Carrier,25518,374,,,179630.0,,Handymax/Supramax,Grain,240,38,0.74,11
2021-12-21,Tanker,23483,369,,,306003.0,,LR2,Refined Products,140,22,0.79,6
2022-02-15,Tanker,20774,45,,,392553.0,,LR1,Crude Oil,343,45,0.52,5
2021-01-07,LNG Carrier,37608,415,126409.0,,,,Typical LNG Carrier,Liquified Natural Gas,255,50,0.55,18
2023-10-07,LPG Carrier,31439,369,,73360.0,,,Typical LPG Carrier,Liquified Petroleum Gas,199,14,0.59,1
2021-10-07,Tanker,45790,305,,,252441.0,,VLCC,Refined Products,163,36,0.56,8
2023-11-05,Bulk Carrier,13592,48,,,32455.0,,Handymax/Supramax,Grain,179,57,0.71,10
2021-10-01,LNG Carrier,58767,152,124073.0,,,,Typical LNG Carrier,Liquified Natural Gas,209,49,0.65,6
2023-02-13,LNG Carrier,28569,162,122716.0,,,,Typical LNG Carrier,Liquified Natural Gas,262,44,0.53,10
2022-07-25,Bulk Carrier,29709,148,,,100340.0,,Handymax/Supramax,Grain,161,47,0.66,18
2024-01-15,LPG Carrier,33937,280,,74905.0,,,Typical LPG Carrier,Liquified Petroleum Gas,230,34,0.75,2
2021-07-01,LNG Carrier,31658,442,108215.0,,,,Typical LNG Carrier,Liquified Natural Gas,290,47,0.66,7
2023-07-02,Tanker,30391,69,,,172100.0,,Suezmax,Refined Products,201,65,0.56,7
2021-09-20,Tanker,18910,106,,,55735.0,,LR1,Crude Oil,212,46,0.64,16
2021-12-20,Tanker,30792,178,,,316488.0,,VLCC,Crude Oil,178,33,0.79,1
2023-12-13,Tanker,42430,441,,,264901.0,,Suezmax,Crude Oil,295,39,0.75,15
2022-05-08,Tanker,26601,223,,,319774.0,,Panamax,Refined Products,244,49,0.54,14
2022-02-22,Tanker,24166,100,,,205230.0,,Panamax,Crude Oil,229,39,0.59,1
2021-01-28,Tanker,21358,367,,,386975.0,,LR1,Crude Oil,121,33,0.55,4
2022-09-02,LPG Carrier,29940,326,,17569.0,,,Typical LPG Carrier,Liquified Petroleum Gas,221,26,0.74,5
2023-03-24,LPG Carrier,35777,278,,9550.0,,,Typical LPG Carrier,Liquified Petroleum Gas,195,26,0.57,12
2023-03-01,Tanker,47272,441,,,74341.0,,ULCC,Refined Products,232,48,0.66,1
2023-01-01,LPG Carrier,37985,293,,77790.0,,,Typical LPG Carrier,Liquified Petroleum Gas,171,35,0.73,9
2022-03-23,LNG Carrier,56572,228,136290.0,,,,Typical LNG Carrier,Liquified Natural Gas,257,43,0.6,7
2022-07-29,Tanker,42330,434,,,257736.0,,Suezmax,Crude Oil,247,20,0.79,7
2021-04-29,Bulk Carrier,21732,151,,,73583.0,,Handysize,Coal,173,40,0.59,13
2023-07-23,LNG Carrier,30576,260,108609.0,,,,Typical LNG Carrier,Liquified Natural Gas,256,46,0.6,9
2021-12-23,Bulk Carrier,15499,276,,,91482.0,,Capesize,Grain,159,30,0.63,9
2023-10-16,LPG Carrier,30610,431,,49253.0,,,Typical LPG Carrier,Liquified Petroleum Gas,174,29,0.79,11
2023-03-08,LNG Carrier,32401,181,117049.0,,,,Typical LNG Carrier,Liquified Natural Gas,294,44,0.63,14
2023-10-26,Bulk Carrier,13105,85,,,17792.0,,Handymax/Supramax,Grain,218,26,0.52,17
2023-12-26,LNG Carrier,34576,254,116596.0,,,,Typical LNG Carrier,Liquified Natural Gas,246,40,0.62,1
2022-05-19,Bulk Carrier,27118,101,,,98360.0,,Handysize,Coal,241,60,0.68,12
2022-11-16,Bulk Carrier,26289,266,,,38438.0,,Capesize,Coal,204,43,0.52,15
2022-04-17,LPG Carrier,36625,72,,9840.0,,,Typical LPG Carrier,Liquified Petroleum Gas,225,37,0.53,12
2022-05-07,Tanker,48384,420,,,58372.0,,Suezmax,Crude Oil,283,62,0.73,5
2021-05-19,LPG Carrier,36539,142,,77032.0,,,Typical LPG Carrier,Liquified Petroleum Gas,135,20,0.54,13
2021-09-11,LNG Carrier,38396,309,100587.0,,,,Typical LNG Carrier,Liquified Natural Gas,227,45,0.56,14
2024-01-07,Tanker,41395,115,,,105768.0,,Handysize,Refined Products,186,57,0.72,1
2021-09-20,Tanker,29293,248,,,129445.0,,Handysize,Refined Products,293,26,0.55,1
2023-10-15,LPG Carrier,22876,259,,18717.0,,,Typical LPG Carrier,Liquified Petroleum Gas,229,16,0.53,13
2024-01-13,Container Ship,11106,286,,,,4290.0,Feedermax Ships,Apparel,257,20,0.61,4
2023-04-15,LPG Carrier,34434,260,,25149.0,,,Typical LPG Carrier,Liquified Petroleum Gas,112,27,0.62,3
2023-08-08,LPG Carrier,22783,95,,21991.0,,,Typical LPG Carrier,Liquified Petroleum Gas,196,14,0.63,4
2023-11-17,Container Ship,26359,50,,,,12509.0,Feeder Ships,Chemicals,359,50,0.5,10
2021-03-25,Bulk Carrier,11222,206,,,36249.0,,Panamax,Coal,236,38,0.59,17
2022-11-03,Bulk Carrier,29411,57,,,166812.0,,Panamax,Iron Ore,146,32,0.54,13
2021-09-12,LNG Carrier,41033,176,138796.0,,,,Typical LNG Carrier,Liquified Natural Gas,218,46,0.79,6
2023-07-16,Tanker,35247,373,,,291421.0,,ULCC,Crude Oil,184,32,0.76,5
2023-08-29,Tanker,23969,284,,,383450.0,,Suezmax,Crude Oil,308,54,0.68,7
2021-05-11,Tanker,29184,436,,,249917.0,,Handysize,Crude Oil,172,59,0.64,9
2021-10-06,Container Ship,33606,285,,,,8036.0,Panamax Ships,Consumer Goods,159,55,0.55,7
2021-04-08,LPG Carrier,21627,224,,39782.0,,,Typical LPG Carrier,Liquified Petroleum Gas,161,17,0.73,5
2021-07-09,Bulk Carrier,20126,309,,,139230.0,,Panamax,Iron Ore,264,47,0.71,3
2021-06-18,LPG Carrier,41692,400,,76177.0,,,Typical LPG Carrier,Liquified Petroleum Gas,192,29,0.56,14
2023-01-18,Container Ship,33160,189,,,,12002.0,Panamax Ships,Consumer Goods,128,50,0.52,17
2023-03-10,LNG Carrier,42212,67,123874.0,,,,Typical LNG Carrier,Liquified Natural Gas,234,50,0.8,9
2022-02-26,LNG Carrier,50489,275,134449.0,,,,Typical LNG Carrier,Liquified Natural Gas,204,40,0.5,14
2022-10-28,Bulk Carrier,25750,137,,,48500.0,,Panamax,Coal,240,36,0.69,1
2021-10-11,LPG Carrier,32612,107,,23001.0,,,Typical LPG Carrier,Liquified Petroleum Gas,130,31,0.8,4
2021-11-07,LNG Carrier,25972,226,116613.0,,,,Typical LNG Carrier,Liquified Natural Gas,276,44,0.74,1
2023-06-19,LNG Carrier,26259,326,134697.0,,,,Typical LNG Carrier,Liquified Natural Gas,260,48,0.57,14
2021-05-12,LNG Carrier,27221,436,123340.0,,,,Typical LNG Carrier,Liquified Natural Gas,234,44,0.51,6
2021-05-17,Bulk Carrier,23913,443,,,144929.0,,Handysize,Iron Ore,125,23,0.67,8
2021-06-05,LPG Carrier,39316,286,,65499.0,,,Typical LPG Carrier,Liquified Petroleum Gas,118,25,0.61,13
2023-11-24,Container Ship,10342,305,,,,7560.0,Feedermax Ships,Machinery,280,58,0.58,5
2021-08-29,Container Ship,16462,199,,,,3266.0,New Panamax (Neo-Panamax) Ships,Chemicals,118,15,0.59,11
2023-05-14,Container Ship,15225,327,,,,5842.0,Feedermax Ships,Chemicals,193,52,0.66,12
2021-02-27,LPG Carrier,35011,103,,47197.0,,,Typical LPG Carrier,Liquified Petroleum Gas,162,38,0.55,10
2022-06-21,Tanker,19846,223,,,219043.0,,Handysize,Refined Products,192,21,0.6,7
2021-06-06,Container Ship,13008,284,,,,8330.0,Feeder Ships,Consumer Goods,267,22,0.55,5
2022-05-12,LPG Carrier,37252,277,,77287.0,,,Typical LPG Carrier,Liquified Petroleum Gas,201,15,0.62,15
2021-01-05,LNG Carrier,53765,342,127331.0,,,,Typical LNG Carrier,Liquified Natural Gas,273,46,0.75,18
2022-04-08,LPG Carrier,30048,199,,79255.0,,,Typical LPG Carrier,Liquified Petroleum Gas,165,28,0.53,13
2021-06-15,LNG Carrier,26579,409,109640.0,,,,Typical LNG Carrier,Liquified Natural Gas,234,50,0.53,6
2022-09-29,Container Ship,21548,318,,,,5992.0,Panamax Ships,Consumer Goods,75,36,0.65,10
2021-11-04,Container Ship,14770,213,,,,4702.0,Feedermax Ships,Electronics,116,32,0.68,3
2021-10-30,Tanker,38336,229,,,50933.0,,LR2,Refined Products,140,51,0.62,1
2023-03-20,LPG Carrier,33529,388,,59343.0,,,Typical LPG Carrier,Liquified Petroleum Gas,132,19,0.76,17
2021-03-22,Container Ship,31607,374,,,,11514.0,New Panamax (Neo-Panamax) Ships,Consumer Goods,178,25,0.64,17
2023-11-28,Tanker,31322,87,,,169114.0,,Suezmax,Crude Oil,178,29,0.65,7
2022-06-01,Tanker,25940,59,,,150430.0,,VLCC,Crude Oil,251,36,0.63,7
2022-12-14,LNG Carrier,48671,233,119194.0,,,,Typical LNG Carrier,Liquified Natural Gas,278,50,0.63,15
2022-10-06,LPG Carrier,34519,94,,23976.0,,,Typical LPG Carrier,Liquified Petroleum Gas,175,15,0.67,5
2023-05-30,Container Ship,30672,314,,,,6508.0,Post-Panamax Ships,Electronics,226,52,0.61,14
2023-01-23,Bulk Carrier,22867,283,,,61376.0,,Handymax/Supramax,Coal,252,56,0.64,2
2021-08-14,Tanker,34301,303,,,386385.0,,Handysize,Crude Oil,89,30,0.58,10
2021-05-06,Tanker,34433,172,,,228743.0,,VLCC,Refined Products,256,63,0.63,9
2021-08-19,Tanker,49671,126,,,70566.0,,Handysize,Refined Products,223,48,0.69,2
2022-02-06,LNG Carrier,41497,186,122070.0,,,,Typical LNG Carrier,Liquified Natural Gas,221,43,0.63,7
2022-04-12,LNG Carrier,52977,183,109187.0,,,,Typical LNG Carrier,Liquified Natural Gas,262,44,0.78,7
2022-04-03,LPG Carrier,42884,342,,31874.0,,,Typical LPG Carrier,Liquified Petroleum Gas,188,36,0.7,5
2021-03-13,Container Ship,20143,446,,,,8314.0,Panamax Ships,Chemicals,70,35,0.68,1
2021-08-14,Container Ship,19036,133,,,,3450.0,Feeder Ships,Electronics,261,29,0.5,2
2023-02-16,LPG Carrier,28176,399,,5089.0,,,Typical LPG Carrier,Liquified Petroleum Gas,175,18,0.53,17
2022-03-15,Container Ship,23415,122,,,,3267.0,New Panamax (Neo-Panamax) Ships,Machinery,77,55,0.78,9
2022-10-31,Tanker,23354,293,,,339007.0,,Panamax,Refined Products,296,36,0.71,9
2022-10-21,LPG Carrier,26386,73,,60081.0,,,Typical LPG Carrier,Liquified Petroleum Gas,207,25,0.79,6
2024-01-04,Tanker,29136,58,,,331908.0,,LR1,Crude Oil,316,31,0.57,18
2022-01-18,Tanker,36072,64,,,230496.0,,Panamax,Crude Oil,166,53,0.65,16
2023-06-02,Tanker,19077,191,,,93063.0,,Panamax,Crude Oil,290,35,0.58,5
2021-06-23,LNG Carrier,52071,323,100821.0,,,,Typical LNG Carrier,Liquified Natural Gas,273,40,0.52,11
2024-01-17,Bulk Carrier,27051,165,,,102039.0,,Handymax/Supramax,Coal,141,24,0.64,3
2023-02-20,Bulk Carrier,11097,214,,,159283.0,,Panamax,Iron Ore,265,52,0.75,2
2022-03-26,LPG Carrier,31225,111,,36499.0,,,Typical LPG Carrier,Liquified Petroleum Gas,135,19,0.69,1
2022-04-09,LNG Carrier,38468,389,105633.0,,,,Typical LNG Carrier,Liquified Natural Gas,269,40,0.63,1
2023-03-07,LPG Carrier,39683,261,,40318.0,,,Typical LPG Carrier,Liquified Petroleum Gas,107,30,0.56,16
2024-01-15,LNG Carrier,30740,305,102719.0,,,,Typical LNG Carrier,Liquified Natural Gas,283,44,0.63,13
2021-06-11,Tanker,43754,295,,,291003.0,,Panamax,Crude Oil,82,51,0.77,1
2022-08-21,Tanker,29314,215,,,285940.0,,Handysize,Crude Oil,152,50,0.59,11
2022-07-05,LPG Carrier,38355,190,,64838.0,,,Typical LPG Carrier,Liquified Petroleum Gas,122,38,0.77,9
2022-05-30,Bulk Carrier,19884,271,,,76190.0,,Handymax/Supramax,Grain,226,36,0.73,17
2021-12-08,LNG Carrier,58976,446,122383.0,,,,Typical LNG Carrier,Liquified Natural Gas,280,45,0.58,5
2021-04-04,Container Ship,22324,370,,,,9821.0,Feeder Ships,Apparel,123,20,0.66,4
2022-01-24,LNG Carrier,50288,394,124508.0,,,,Typical LNG Carrier,Liquified Natural Gas,238,40,0.68,12
2022-04-06,Bulk Carrier,21760,227,,,81314.0,,Capesize,Coal,289,21,0.53,14
2021-09-13,Container Ship,21295,65,,,,13043.0,Panamax Ships,Machinery,237,44,0.63,4
2022-10-17,LPG Carrier,23454,202,,58485.0,,,Typical LPG Carrier,Liquified Petroleum Gas,128,36,0.73,7
2021-07-26,Container Ship,32119,237,,,,12714.0,Panamax Ships,Chemicals,370,41,0.8,8
2021-06-14,Container Ship,24952,306,,,,12930.0,Panamax Ships,Chemicals,368,49,0.74,9
2023-10-15,Bulk Carrier,16725,374,,,144789.0,,Handymax/Supramax,Grain,286,41,0.71,1
2023-12-20,Container Ship,30716,75,,,,7468.0,Feeder Ships,Electronics,368,22,0.56,3
2023-11-09,LNG Carrier,45381,384,121582.0,,,,Typical LNG Carrier,Liquified Natural Gas,242,48,0.53,13
2022-11-19,Container Ship,33768,337,,,,4019.0,New Panamax (Neo-Panamax) Ships,Chemicals,346,16,0.67,1
2023-07-08,Bulk Carrier,15785,98,,,53127.0,,Panamax,Coal,218,44,0.69,13
2023-03-15,Bulk Carrier,27619,141,,,74778.0,,Panamax,Coal,244,26,0.55,4
2021-11-05,Bulk Carrier,24497,171,,,97618.0,,Capesize,Iron Ore,170,58,0.53,6
2024-01-24,Container Ship,20210,332,,,,3959.0,Panamax Ships,Consumer Goods,234,41,0.67,17
2022-11-24,LNG Carrier,57769,263,103095.0,,,,Typical LNG Carrier,Liquified Natural Gas,233,40,0.76,2
2022-12-12,Bulk Carrier,17389,253,,,68695.0,,Capesize,Grain,220,38,0.66,15
2022-05-25,Container Ship,19299,367,,,,5535.0,Panamax Ships,Machinery,160,50,0.56,4
2021-04-07,Tanker,31530,107,,,375352.0,,LR1,Crude Oil,202,44,0.69,6
2023-10-08,LNG Carrier,46008,210,128014.0,,,,Typical LNG Carrier,Liquified Natural Gas,273,46,0.52,18
2022-05-05,LPG Carrier,32595,307,,5239.0,,,Typical LPG Carrier,Liquified Petroleum Gas,192,14,0.71,18
2021-12-22,Tanker,24596,69,,,259916.0,,LR1,Refined Products,174,41,0.63,18
2022-01-05,Container Ship,29242,368,,,,11196.0,Feedermax Ships,Chemicals,338,52,0.74,5
2023-04-02,Bulk Carrier,19907,438,,,90442.0,,Capesize,Iron Ore,218,42,0.76,15
2022-03-26,LPG Carrier,20859,93,,48634.0,,,Typical LPG Carrier,Liquified Petroleum Gas,103,24,0.76,15
2023-04-08,LNG Carrier,36173,282,107781.0,,,,Typical LNG Carrier,Liquified Natural Gas,251,45,0.66,5
2022-01-19,Container Ship,30169,82,,,,10907.0,Feedermax Ships,Machinery,322,59,0.52,11
2021-01-27,LNG Carrier,51787,163,132998.0,,,,Typical LNG Carrier,Liquified Natural Gas,203,47,0.68,18
2021-03-05,LPG Carrier,21650,110,,6236.0,,,Typical LPG Carrier,Liquified Petroleum Gas,101,40,0.51,6
2021-12-08,LNG Carrier,51689,149,146161.0,,,,Typical LNG Carrier,Liquified Natural Gas,220,41,0.68,17
2024-01-01,LNG Carrier,51487,167,116286.0,,,,Typical LNG Carrier,Liquified Natural Gas,245,45,0.63,2
2021-03-18,Container Ship,12440,284,,,,12317.0,New Panamax (Neo-Panamax) Ships,Consumer Goods,217,45,0.74,10
2022-03-13,Container Ship,13694,161,,,,12734.0,Post-Panamax Ships,Consumer Goods,377,21,0.56,6
2022-02-14,LPG Carrier,32677,229,,54843.0,,,Typical LPG Carrier,Liquified Petroleum Gas,132,20,0.7,2
2021-08-31,LNG Carrier,56071,216,145029.0,,,,Typical LNG Carrier,Liquified Natural Gas,228,46,0.71,8
2023-05-07,Bulk Carrier,20817,176,,,83807.0,,Handymax/Supramax,Coal,204,58,0.56,6
2022-06-09,Container Ship,21131,349,,,,7617.0,Panamax Ships,Machinery,138,49,0.65,12
2023-03-18,LNG Carrier,56859,427,107668.0,,,,Typical LNG Carrier,Liquified Natural Gas,272,44,0.63,5
2023-10-05,Bulk Carrier,12345,370,,,130472.0,,Panamax,Iron Ore,127,50,0.55,1
2021-02-11,Container Ship,10256,437,,,,12646.0,Panamax Ships,Chemicals,323,30,0.62,12
2021-05-23,LPG Carrier,39692,357,,38147.0,,,Typical LPG Carrier,Liquified Petroleum Gas,119,28,0.77,18
2021-07-27,Bulk Carrier,22267,339,,,16567.0,,Handysize,Grain,278,31,0.65,7
2023-06-05,Tanker,28812,253,,,329997.0,,VLCC,Refined Products,251,43,0.68,13
2022-05-07,Container Ship,18733,138,,,,10172.0,Feedermax Ships,Apparel,304,60,0.65,3
2022-08-31,LPG Carrier,26991,386,,49360.0,,,Typical LPG Carrier,Liquified Petroleum Gas,133,38,0.5,15
2022-08-27,Tanker,39700,112,,,64098.0,,Handysize,Refined Products,145,52,0.61,18
2022-03-20,LNG Carrier,44879,227,133890.0,,,,Typical LNG Carrier,Liquified Natural Gas,280,42,0.67,8
2023-04-08,Tanker,48067,264,,,131079.0,,Suezmax,Crude Oil,201,43,0.7,4
2021-04-29,Bulk Carrier,24705,213,,,15703.0,,Panamax,Grain,254,56,0.52,12
2021-10-08,Container Ship,12334,372,,,,3594.0,Feedermax Ships,Electronics,265,56,0.74,18
2021-07-19,LPG Carrier,21113,440,,74459.0,,,Typical LPG Carrier,Liquified Petroleum Gas,167,38,0.57,7
2021-11-18,Bulk Carrier,11564,153,,,106136.0,,Handymax/Supramax,Coal,119,23,0.62,17
2022-09-01,Container Ship,27637,238,,,,13578.0,New Panamax (Neo-Panamax) Ships,Consumer Goods,246,37,0.78,9
2021-01-07,Container Ship,26426,133,,,,13720.0,New Panamax (Neo-Panamax) Ships,Machinery,120,30,0.59,9
2022-10-23,Tanker,17638,192,,,71722.0,,LR1,Crude Oil,103,35,0.76,8
2023-11-05,Bulk Carrier,22703,251,,,89287.0,,Handysize,Grain,167,28,0.7,6
2022-05-05,Container Ship,22034,190,,,,3763.0,Feedermax Ships,Consumer Goods,395,18,0.53,5
2023-09-23,Bulk Carrier,28484,341,,,143437.0,,Handysize,Grain,189,57,0.64,5
2021-12-16,Container Ship,33948,311,,,,10244.0,Panamax Ships,Machinery,247,27,0.59,2
2023-12-01,Bulk Carrier,23607,356,,,39141.0,,Panamax,Iron Ore,211,53,0.58,10
2024-01-09,Container Ship,31555,220,,,,5313.0,Feedermax Ships,Consumer Goods,277,54,0.77,15
2022-11-22,LPG Carrier,42931,114,,24146.0,,,Typical LPG Carrier,Liquified Petroleum Gas,152,38,0.79,9
2022-04-16,LPG Carrier,37477,445,,70934.0,,,Typical LPG Carrier,Liquified Petroleum Gas,181,20,0.62,5
2021-08-06,Container Ship,16869,230,,,,5510.0,Panamax Ships,Electronics,93,17,0.78,7
2022-05-09,Tanker,20117,253,,,83078.0,,MR,Refined Products,139,61,0.79,7
2021-07-23,Tanker,30386,324,,,174850.0,,MR,Refined Products,337,45,0.78,15
2021-10-04,LPG Carrier,20264,276,,27805.0,,,Typical LPG Carrier,Liquified Petroleum Gas,227,27,0.76,17
2021-07-28,Bulk Carrier,26865,60,,,178328.0,,Capesize,Iron Ore,243,24,0.53,1
2023-11-14,LNG Carrier,36600,390,105629.0,,,,Typical LNG Carrier,Liquified Natural Gas,216,40,0.53,18
2023-03-17,LPG Carrier,30522,107,,41180.0,,,Typical LPG Carrier,Liquified Petroleum Gas,219,34,0.76,4
2021-08-29,Tanker,41788,47,,,259635.0,,LR1,Refined Products,113,47,0.51,9
2021-04-17,LNG Carrier,30037,441,112065.0,,,,Typical LNG Carrier,Liquified Natural Gas,262,50,0.66,3
2022-06-01,LPG Carrier,28506,146,,61481.0,,,Typical LPG Carrier,Liquified Petroleum Gas,138,17,0.67,8
2021-05-10,Tanker,33940,299,,,397894.0,,MR,Refined Products,186,31,0.54,1
2021-01-13,Container Ship,14569,118,,,,8333.0,Panamax Ships,Consumer Goods,122,42,0.69,13
2021-04-13,LNG Carrier,31631,316,141431.0,,,,Typical LNG Carrier,Liquified Natural Gas,202,44,0.63,13
2023-02-14,Tanker,35096,298,,,331002.0,,Suezmax,Refined Products,177,53,0.79,6
2021-03-29,LNG Carrier,49919,144,109134.0,,,,Typical LNG Carrier,Liquified Natural Gas,279,41,0.65,15
2022-10-01,Bulk Carrier,23695,339,,,166024.0,,Handysize,Grain,121,29,0.74,7
2023-12-24,Bulk Carrier,27444,411,,,90972.0,,Handymax/Supramax,Iron Ore,241,53,0.72,18
2021-02-07,LPG Carrier,36669,372,,47461.0,,,Typical LPG Carrier,Liquified Petroleum Gas,180,24,0.74,13
2022-06-19,LPG Carrier,41389,153,,68366.0,,,Typical LPG Carrier,Liquified Petroleum Gas,199,30,0.74,3
2022-03-07,LNG Carrier,37395,176,147693.0,,,,Typical LNG Carrier,Liquified Natural Gas,239,43,0.65,10
2023-07-10,LNG Carrier,53312,354,143112.0,,,,Typical LNG Carrier,Liquified Natural Gas,203,50,0.77,9
2021-04-10,Tanker,29428,259,,,94503.0,,MR,Crude Oil,291,32,0.67,8
2021-03-06,Container Ship,32240,410,,,,7500.0,Post-Panamax Ships,Machinery,99,60,0.76,11
2022-07-16,Tanker,43327,328,,,379449.0,,Aframax,Refined Products,296,49,0.79,15
2022-05-24,Container Ship,12551,198,,,,10333.0,Feedermax Ships,Electronics,354,53,0.53,2
2022-04-17,LPG Carrier,32774,317,,19243.0,,,Typical LPG Carrier,Liquified Petroleum Gas,119,15,0.66,10
2023-10-28,LNG Carrier,54502,118,133262.0,,,,Typical LNG Carrier,Liquified Natural Gas,276,47,0.78,5
2023-12-03,LPG Carrier,23819,118,,76523.0,,,Typical LPG Carrier,Liquified Petroleum Gas,168,38,0.51,3
2022-04-23,LPG Carrier,39297,388,,9637.0,,,Typical LPG Carrier,Liquified Petroleum Gas,224,30,0.54,14
2023-10-13,LPG Carrier,27485,108,,70089.0,,,Typical LPG Carrier,Liquified Petroleum Gas,167,32,0.68,18
2022-04-27,LNG Carrier,33941,150,140890.0,,,,Typical LNG Carrier,Liquified Natural Gas,264,41,0.64,7
2022-06-11,LPG Carrier,40956,159,,77280.0,,,Typical LPG Carrier,Liquified Petroleum Gas,214,35,0.76,2
2023-06-14,Container Ship,14366,171,,,,8483.0,Panamax Ships,Electronics,225,47,0.51,13
2021-10-20,Bulk Carrier,24921,88,,,137080.0,,Handymax/Supramax,Iron Ore,114,33,0.69,11
2023-01-09,Bulk Carrier,16998,191,,,191437.0,,Capesize,Grain,217,52,0.63,13
2021-04-18,LNG Carrier,31007,389,125794.0,,,,Typical LNG Carrier,Liquified Natural Gas,205,42,0.57,6
2022-10-29,LNG Carrier,40070,124,101776.0,,,,Typical LNG Carrier,Liquified Natural Gas,240,45,0.78,18
2023-10-11,LPG Carrier,21772,381,,60110.0,,,Typical LPG Carrier,Liquified Petroleum Gas,121,19,0.53,10
2022-12-12,Tanker,46902,166,,,169825.0,,ULCC,Crude Oil,141,36,0.57,10
2021-08-20,Tanker,36366,252,,,178081.0,,LR1,Refined Products,294,28,0.61,3
2023-06-08,Tanker,22292,420,,,266313.0,,Aframax,Refined Products,269,54,0.5,8
2022-07-28,LPG Carrier,31242,159,,32774.0,,,Typical LPG Carrier,Liquified Petroleum Gas,230,22,0.56,10
2021-08-14,LNG Carrier,42073,379,131335.0,,,,Typical LNG Carrier,Liquified Natural Gas,212,47,0.7,1
2021-10-05,Container Ship,13291,102,,,,4640.0,Feeder Ships,Apparel,314,46,0.63,2
2023-04-20,LPG Carrier,21487,344,,18031.0,,,Typical LPG Carrier,Liquified Petroleum Gas,144,19,0.71,12
2021-11-25,Tanker,15299,270,,,390344.0,,VLCC,Refined Products,272,61,0.58,17
2021-04-16,LPG Carrier,38103,404,,30703.0,,,Typical LPG Carrier,Liquified Petroleum Gas,110,30,0.66,4
2021-05-30,LNG Carrier,55227,423,109596.0,,,,Typical LNG Carrier,Liquified Natural Gas,283,49,0.78,3
2023-12-19,Bulk Carrier,25592,324,,,170653.0,,Capesize,Grain,290,43,0.74,8
2021-01-28,LPG Carrier,21300,371,,61142.0,,,Typical LPG Carrier,Liquified Petroleum Gas,200,31,0.79,2
2021-01-28,Tanker,42542,196,,,328817.0,,Suezmax,Crude Oil,190,43,0.62,7
2022-04-01,LNG Carrier,44713,151,140164.0,,,,Typical LNG Carrier,Liquified Natural Gas,251,43,0.64,6
2023-11-26,Bulk Carrier,13512,65,,,90949.0,,Capesize,Grain,235,25,0.54,9
2021-10-24,Bulk Carrier,25292,143,,,92367.0,,Handymax/Supramax,Iron Ore,246,29,0.77,5
2023-11-03,LNG Carrier,53265,129,139515.0,,,,Typical LNG Carrier,Liquified Natural Gas,252,41,0.57,15
2022-06-17,Container Ship,17914,131,,,,7073.0,Feeder Ships,Consumer Goods,104,19,0.61,10
2021-06-30,LPG Carrier,26211,51,,17511.0,,,Typical LPG Carrier,Liquified Petroleum Gas,130,15,0.68,16
2023-05-07,LPG Carrier,40105,285,,46360.0,,,Typical LPG Carrier,Liquified Petroleum Gas,208,33,0.6,13
2022-03-28,LNG Carrier,59119,447,135793.0,,,,Typical LNG Carrier,Liquified Natural Gas,200,43,0.59,6
2021-06-21,Container Ship,20565,392,,,,6006.0,New Panamax (Neo-Panamax) Ships,Chemicals,252,40,0.77,3
2021-05-03,LNG Carrier,47610,338,147336.0,,,,Typical LNG Carrier,Liquified Natural Gas,219,46,0.69,16
2021-10-22,Container Ship,27113,106,,,,5992.0,New Panamax (Neo-Panamax) Ships,Machinery,172,14,0.58,18
2022-02-25,LPG Carrier,27014,444,,53273.0,,,Typical LPG Carrier,Liquified Petroleum Gas,178,26,0.52,18
2021-10-28,LPG Carrier,39690,429,,20076.0,,,Typical LPG Carrier,Liquified Petroleum Gas,187,17,0.55,4
2021-02-25,LNG Carrier,43462,265,134356.0,,,,Typical LNG Carrier,Liquified Natural Gas,279,50,0.64,8
2023-09-05,Container Ship,30354,438,,,,5340.0,Feeder Ships,Consumer Goods,251,22,0.66,17
2023-08-19,Tanker,38501,204,,,205856.0,,Panamax,Crude Oil,139,29,0.67,12
2022-11-28,Container Ship,31329,189,,,,4717.0,Panamax Ships,Consumer Goods,294,41,0.57,11
2022-09-06,Tanker,42917,207,,,236371.0,,ULCC,Crude Oil,89,40,0.54,2
2021-08-06,Container Ship,17615,53,,,,13500.0,Feedermax Ships,Consumer Goods,184,39,0.52,1
2021-10-27,Bulk Carrier,12872,69,,,45192.0,,Handysize,Grain,169,24,0.8,12
2023-04-18,Container Ship,26494,108,,,,10748.0,Feeder Ships,Consumer Goods,224,38,0.63,11
2022-10-26,Container Ship,17172,56,,,,13270.0,New Panamax (Neo-Panamax) Ships,Machinery,357,19,0.79,1
2023-10-15,Container Ship,25504,86,,,,10037.0,Feedermax Ships,Consumer Goods,169,17,0.73,13
2022-06-13,Bulk Carrier,19818,59,,,177044.0,,Panamax,Grain,246,47,0.5,2
2023-12-13,LNG Carrier,30228,375,120948.0,,,,Typical LNG Carrier,Liquified Natural Gas,254,49,0.5,11
