Charter Date,Vessel Type,Route ID,Charter Price ($/day),Duration (days),Cargo Type/Use Case,Capacity/Bollard Pull,daily_consumption,Distance (nm),Port Fees ($),Average Speed (knots)
2022-07-04,VLCC,STS1,7394,0.029761904761904764,Crude Oil,317919,55,10,0,14.0
2021-10-26,MR,TC2_37,7240,10.416666666666666,Gasoline,43101,25,3000,25000,12.0
2021-04-14,Suezmax,TD20,9731,13.782051282051283,Refined Products,147208,40,4300,35000,13.0
2022-03-09,LR1,TC5,9471,18.666666666666668,Refined Products,55882,35,5600,30000,12.5
2022-06-29,Suezmax,TD6,7612,3.8461538461538463,Refined Products,149461,40,1200,12000,13.0
2021-10-29,MR,TC11,9541,9.722222222222223,Diesel,47363,25,2800,18000,12.0
2022-09-04,MR,TC23,6176,1.736111111111111,Gasoline,42985,25,500,8000,12.0
2021-05-13,Suezmax,STS2,8567,0.04807692307692307,Crude Oil,148922,40,15,0,13.0
2021-10-19,Suezmax,TD20,9444,13.782051282051283,Refined Products,145041,40,4300,35000,13.0
2022-01-14,VLCC,TD3C,7756,19.345238095238095,Crude Oil,315581,55,6500,50000,14.0
2023-01-06,LR2,TC1,8167,17.94871794871795,Refined Products,78572,40,5600,30000,13.0
2023-09-20,Aframax,STS1,7181,0.034722222222222224,Fuel Oil,101564,30,10,0,12.0
2021-02-10,Aframax,STS3,6346,0.041666666666666664,Fuel Oil,103150,30,12,0,12.0
2022-09-28,VLCC,STS3,7843,0.03571428571428571,Crude Oil,308529,55,12,0,14.0
2022-05-22,Suezmax,STS2,5831,0.04807692307692307,Refined Products,141427,40,15,0,13.0
2022-07-31,MR,TC14,8501,13.888888888888888,Gasoline,48623,25,4000,22000,12.0
2022-03-23,LR1,TC1,7605,18.666666666666668,Refined Products,59859,35,5600,30000,12.5
2023-09-05,VLCC,TD3C,5786,19.345238095238095,Crude Oil,318506,55,6500,50000,14.0
2021-10-18,Aframax,TD19,7853,2.777777777777778,Crude Oil,95917,30,800,15000,12.0
2023-02-08,MR,TC2_37,9285,10.416666666666666,Diesel,49129,25,3000,25000,12.0
2021-09-14,Suezmax,TD20,6230,13.782051282051283,Crude Oil,148401,40,4300,35000,13.0
2022-07-21,MR,TC6,5716,4.166666666666667,Gasoline,44889,25,1200,10000,12.0
2022-12-06,MR,TC2_37,9310,10.416666666666666,Diesel,46627,25,3000,25000,12.0
2021-11-23,MR,TC2_37,9718,10.416666666666666,Diesel,42564,25,3000,25000,12.0
2022-11-24,LR2,TC1,7063,17.94871794871795,Refined Products,77107,40,5600,30000,13.0
2021-07-04,Suezmax,TD20,9393,13.782051282051283,Refined Products,142672,40,4300,35000,13.0
2022-05-24,VLCC,STS1,9137,0.029761904761904764,Crude Oil,302352,55,10,0,14.0
2024-01-02,Aframax,TD19,5985,2.777777777777778,Crude Oil,104423,30,800,15000,12.0
2021-12-13,MR,TC11,9817,9.722222222222223,Gasoline,41573,25,2800,18000,12.0
2022-01-30,Suezmax,TD6,6395,3.8461538461538463,Crude Oil,141811,40,1200,12000,13.0
2023-09-24,Aframax,STS3,6185,0.041666666666666664,Fuel Oil,98024,30,12,0,12.0
2021-05-31,MR,STS3,6131,0.041666666666666664,Diesel,41770,25,12,0,12.0
2023-12-08,Aframax,STS2,5282,0.052083333333333336,Crude Oil,98369,30,15,0,12.0
2022-05-15,LR2,TC1,8463,17.94871794871795,Refined Products,82466,40,5600,30000,13.0
2022-06-23,LR2,TC1,7683,17.94871794871795,Refined Products,77036,40,5600,30000,13.0
2023-04-12,MR,TC14,9678,13.888888888888888,Diesel,45197,25,4000,22000,12.0
2022-10-13,MR,TC14,7739,13.888888888888888,Diesel,40507,25,4000,22000,12.0
2023-02-16,Suezmax,TD20,6730,13.782051282051283,Crude Oil,147098,40,4300,35000,13.0
2021-05-09,Aframax,STS1,6197,0.034722222222222224,Crude Oil,101918,30,10,0,12.0
2021-09-07,VLCC,STS1,8176,0.029761904761904764,Crude Oil,319400,55,10,0,14.0
2021-12-09,VLCC,STS1,6012,0.029761904761904764,Crude Oil,311196,55,10,0,14.0
2021-05-17,MR,TC6,9795,4.166666666666667,Gasoline,48482,25,1200,10000,12.0
2021-01-26,MR,TC11,8831,9.722222222222223,Diesel,46179,25,2800,18000,12.0
2023-04-06,MR,TC14,7206,13.888888888888888,Diesel,46077,25,4000,22000,12.0
2023-10-03,Aframax,TD19,9100,2.777777777777778,Crude Oil,98630,30,800,15000,12.0
2023-05-16,MR,TC14,8264,13.888888888888888,Gasoline,44898,25,4000,22000,12.0
2023-10-07,Aframax,TD19,9009,2.777777777777778,Crude Oil,100940,30,800,15000,12.0
2022-05-07,VLCC,TD15,7647,32.738095238095234,Crude Oil,309405,55,11000,60000,14.0
2022-06-26,MR,STS3,6740,0.041666666666666664,Diesel,47767,25,12,0,12.0
2023-06-30,MR,TC11,9130,9.722222222222223,Diesel,49838,25,2800,18000,12.0
2023-03-04,MR,TC23,9663,1.736111111111111,Diesel,43197,25,500,8000,12.0
2021-11-01,VLCC,STS3,5514,0.03571428571428571,Crude Oil,314655,55,12,0,14.0
2021-09-04,VLCC,TD15,9237,32.738095238095234,Crude Oil,304554,55,11000,60000,14.0
2022-10-19,MR,TC14,6312,13.888888888888888,Diesel,49730,25,4000,22000,12.0
2021-10-03,VLCC,STS3,8177,0.03571428571428571,Crude Oil,310200,55,12,0,14.0
2021-02-17,Aframax,TD8,8478,15.972222222222221,Fuel Oil,96471,30,4600,30000,12.0
2021-05-28,Suezmax,TD6,6102,3.8461538461538463,Refined Products,143824,40,1200,12000,13.0
2021-03-21,Suezmax,STS2,6053,0.04807692307692307,Crude Oil,147912,40,15,0,13.0
2022-04-23,Suezmax,TD20,7232,13.782051282051283,Crude Oil,142497,40,4300,35000,13.0
2021-09-25,LR2,TC1,6767,17.94871794871795,Refined Products,83326,40,5600,30000,13.0
2022-05-25,VLCC,STS3,9238,0.03571428571428571,Crude Oil,312403,55,12,0,14.0
2023-07-08,Suezmax,TD20,8230,13.782051282051283,Crude Oil,148232,40,4300,35000,13.0
2023-06-04,Suezmax,TD20,9315,13.782051282051283,Refined Products,148334,40,4300,35000,13.0
2023-02-15,LR1,TC7,9146,12.333333333333334,Refined Products,56537,35,3700,20000,12.5
2023-02-04,LR2,TC5,9012,17.94871794871795,Refined Products,76785,40,5600,30000,13.0
2021-06-18,MR,TC2_37,7745,10.416666666666666,Gasoline,41253,25,3000,25000,12.0
2021-01-19,Aframax,TD8,6989,15.972222222222221,Crude Oil,104660,30,4600,30000,12.0
2021-02-23,Aframax,TD19,8885,2.777777777777778,Fuel Oil,101557,30,800,15000,12.0
2022-06-10,Suezmax,TD6,8966,3.8461538461538463,Crude Oil,144949,40,1200,12000,13.0
2022-02-24,Aframax,STS2,8263,0.052083333333333336,Crude Oil,97144,30,15,0,12.0
2022-10-27,Aframax,STS3,7591,0.041666666666666664,Crude Oil,97730,30,12,0,12.0
2022-11-23,Aframax,TD8,9112,15.972222222222221,Fuel Oil,104538,30,4600,30000,12.0
2023-10-22,Aframax,TD19,8146,2.777777777777778,Crude Oil,97862,30,800,15000,12.0
2023-05-04,MR,TC2_37,7914,10.416666666666666,Gasoline,48282,25,3000,25000,12.0
2021-05-17,LR1,TC7,8853,12.333333333333334,Refined Products,61241,35,3700,20000,12.5
2023-12-30,Aframax,TD8,7905,15.972222222222221,Crude Oil,95949,30,4600,30000,12.0
2021-09-15,VLCC,TD15,7026,32.738095238095234,Crude Oil,316620,55,11000,60000,14.0
2022-02-09,LR2,TC7,5022,11.85897435897436,Refined Products,79360,40,3700,20000,13.0
2021-04-11,Aframax,TD8,9119,15.972222222222221,Fuel Oil,97398,30,4600,30000,12.0
2023-10-08,VLCC,STS3,8839,0.03571428571428571,Crude Oil,303911,55,12,0,14.0
2021-01-29,Aframax,STS3,7657,0.041666666666666664,Fuel Oil,95277,30,12,0,12.0
2022-02-19,Aframax,STS3,8981,0.041666666666666664,Crude Oil,103671,30,12,0,12.0
2022-01-21,MR,TC2_37,6831,10.416666666666666,Gasoline,45832,25,3000,25000,12.0
2021-01-27,Suezmax,TD20,5867,13.782051282051283,Refined Products,144682,40,4300,35000,13.0
2023-10-13,Suezmax,STS2,7304,0.04807692307692307,Crude Oil,143945,40,15,0,13.0
2023-09-19,MR,STS3,6731,0.041666666666666664,Gasoline,44634,25,12,0,12.0
2024-01-11,Suezmax,STS2,7864,0.04807692307692307,Crude Oil,148767,40,15,0,13.0
2021-02-13,MR,TC2_37,7461,10.416666666666666,Diesel,44865,25,3000,25000,12.0
2024-01-12,LR2,TC5,5433,17.94871794871795,Refined Products,79247,40,5600,30000,13.0
2022-02-03,Suezmax,TD6,9837,3.8461538461538463,Crude Oil,144771,40,1200,12000,13.0
2023-12-25,LR2,TC5,5386,17.94871794871795,Refined Products,77293,40,5600,30000,13.0
2022-02-02,Suezmax,TD6,9199,3.8461538461538463,Crude Oil,142246,40,1200,12000,13.0
2022-02-25,LR2,TC7,9858,11.85897435897436,Refined Products,75544,40,3700,20000,13.0
2021-04-08,MR,TC2_37,6702,10.416666666666666,Diesel,46334,25,3000,25000,12.0
2022-02-12,MR,TC11,9456,9.722222222222223,Gasoline,47270,25,2800,18000,12.0
2021-12-18,LR2,TC1,6185,17.94871794871795,Refined Products,78494,40,5600,30000,13.0
2021-11-04,VLCC,TD3C,7926,19.345238095238095,Crude Oil,311393,55,6500,50000,14.0
2022-08-19,LR2,TC7,5516,11.85897435897436,Refined Products,83076,40,3700,20000,13.0
2022-06-12,Aframax,TD19,9374,2.777777777777778,Fuel Oil,96904,30,800,15000,12.0
2023-02-20,MR,TC2_37,7567,10.416666666666666,Diesel,49594,25,3000,25000,12.0
2023-04-01,VLCC,STS3,6847,0.03571428571428571,Crude Oil,307432,55,12,0,14.0
2022-08-16,Suezmax,TD6,7650,3.8461538461538463,Crude Oil,140365,40,1200,12000,13.0
2022-09-04,Suezmax,TD20,8817,13.782051282051283,Refined Products,140768,40,4300,35000,13.0
2023-09-26,LR2,TC1,8146,17.94871794871795,Refined Products,82955,40,5600,30000,13.0
2021-06-02,Aframax,TD8,8705,15.972222222222221,Crude Oil,95292,30,4600,30000,12.0
2022-11-26,Suezmax,TD20,5099,13.782051282051283,Crude Oil,146702,40,4300,35000,13.0
2021-01-30,Aframax,TD19,7993,2.777777777777778,Crude Oil,95054,30,800,15000,12.0
2022-05-11,Suezmax,STS2,9421,0.04807692307692307,Refined Products,147759,40,15,0,13.0
2023-11-06,LR1,TC7,6699,12.333333333333334,Refined Products,62529,35,3700,20000,12.5
2023-04-27,LR2,TC7,5086,11.85897435897436,Refined Products,78859,40,3700,20000,13.0
2023-08-11,VLCC,TD3C,6264,19.345238095238095,Crude Oil,308245,55,6500,50000,14.0
2022-09-12,MR,TC11,7998,9.722222222222223,Diesel,49263,25,2800,18000,12.0
2023-03-03,MR,TC6,9616,4.166666666666667,Diesel,42346,25,1200,10000,12.0
2023-09-29,Aframax,STS1,8979,0.034722222222222224,Crude Oil,98841,30,10,0,12.0
2022-02-04,VLCC,STS3,5276,0.03571428571428571,Crude Oil,301170,55,12,0,14.0
2022-12-01,MR,TC23,5270,1.736111111111111,Gasoline,48234,25,500,8000,12.0
2023-01-05,Aframax,TD19,6670,2.777777777777778,Crude Oil,97253,30,800,15000,12.0
2023-06-07,MR,TC23,5404,1.736111111111111,Diesel,46820,25,500,8000,12.0
2021-03-25,Suezmax,TD6,6246,3.8461538461538463,Refined Products,142396,40,1200,12000,13.0
2022-07-17,MR,TC11,6612,9.722222222222223,Gasoline,41712,25,2800,18000,12.0
2021-08-17,MR,STS3,7383,0.041666666666666664,Gasoline,45622,25,12,0,12.0
2022-10-14,LR1,TC1,7571,18.666666666666668,Refined Products,62263,35,5600,30000,12.5
2023-07-28,MR,TC11,8513,9.722222222222223,Gasoline,43329,25,2800,18000,12.0
2023-07-29,LR1,TC7,9113,12.333333333333334,Refined Products,62137,35,3700,20000,12.5
2023-07-08,Aframax,TD8,6241,15.972222222222221,Crude Oil,104145,30,4600,30000,12.0
2022-08-16,MR,TC11,9771,9.722222222222223,Diesel,47727,25,2800,18000,12.0
2021-09-17,Suezmax,TD6,5013,3.8461538461538463,Refined Products,143090,40,1200,12000,13.0
2022-07-20,LR1,TC5,9420,18.666666666666668,Refined Products,62856,35,5600,30000,12.5
2023-01-15,Aframax,STS3,7623,0.041666666666666664,Fuel Oil,99703,30,12,0,12.0
2022-04-22,MR,TC6,9524,4.166666666666667,Gasoline,43532,25,1200,10000,12.0
2022-12-11,VLCC,TD15,9561,32.738095238095234,Crude Oil,307130,55,11000,60000,14.0
2022-08-16,VLCC,TD15,7228,32.738095238095234,Crude Oil,304857,55,11000,60000,14.0
2022-06-16,MR,TC23,5953,1.736111111111111,Diesel,41571,25,500,8000,12.0
2022-01-21,MR,TC23,7695,1.736111111111111,Diesel,45256,25,500,8000,12.0
2024-01-27,MR,TC11,6927,9.722222222222223,Diesel,45619,25,2800,18000,12.0
2021-02-27,Aframax,STS3,7957,0.041666666666666664,Fuel Oil,100127,30,12,0,12.0
2023-10-11,MR,TC11,8674,9.722222222222223,Diesel,48993,25,2800,18000,12.0
2023-03-02,MR,TC2_37,8776,10.416666666666666,Diesel,46224,25,3000,25000,12.0
2022-06-23,VLCC,TD3C,5732,19.345238095238095,Crude Oil,317496,55,6500,50000,14.0
2023-08-31,VLCC,TD3C,8875,19.345238095238095,Crude Oil,306943,55,6500,50000,14.0
2021-03-21,MR,TC14,5960,13.888888888888888,Diesel,41655,25,4000,22000,12.0
2023-08-03,Aframax,TD8,5787,15.972222222222221,Fuel Oil,100688,30,4600,30000,12.0
2024-01-27,MR,TC14,8108,13.888888888888888,Diesel,46307,25,4000,22000,12.0
2023-07-01,Aframax,TD8,9757,15.972222222222221,Fuel Oil,104588,30,4600,30000,12.0
2021-10-31,VLCC,TD15,8797,32.738095238095234,Crude Oil,315361,55,11000,60000,14.0
2023-12-01,Suezmax,TD6,9739,3.8461538461538463,Refined Products,145946,40,1200,12000,13.0
2022-05-31,Aframax,TD19,8633,2.777777777777778,Crude Oil,97997,30,800,15000,12.0
2023-11-12,LR1,TC7,5332,12.333333333333334,Refined Products,55554,35,3700,20000,12.5
2024-01-22,MR,TC2_37,6801,10.416666666666666,Diesel,40060,25,3000,25000,12.0
2023-04-05,VLCC,TD3C,8160,19.345238095238095,Crude Oil,306985,55,6500,50000,14.0
2023-02-05,Aframax,TD8,5331,15.972222222222221,Fuel Oil,97003,30,4600,30000,12.0
2021-03-16,Aframax,STS3,7462,0.041666666666666664,Fuel Oil,98812,30,12,0,12.0
2022-04-29,MR,TC23,9894,1.736111111111111,Diesel,42376,25,500,8000,12.0
2023-10-19,MR,TC14,8184,13.888888888888888,Gasoline,46943,25,4000,22000,12.0
2023-09-23,MR,TC6,7025,4.166666666666667,Diesel,49084,25,1200,10000,12.0
2022-12-12,MR,TC11,8363,9.722222222222223,Gasoline,40097,25,2800,18000,12.0
2023-10-26,MR,TC6,6955,4.166666666666667,Diesel,49512,25,1200,10000,12.0
2021-12-21,LR1,TC1,5286,18.666666666666668,Refined Products,63870,35,5600,30000,12.5
2021-07-14,Suezmax,TD20,5532,13.782051282051283,Crude Oil,143411,40,4300,35000,13.0
2021-12-07,Aframax,TD8,9701,15.972222222222221,Crude Oil,101260,30,4600,30000,12.0
2023-10-16,VLCC,STS1,9394,0.029761904761904764,Crude Oil,316412,55,10,0,14.0
2021-10-24,Aframax,STS1,9844,0.034722222222222224,Crude Oil,102817,30,10,0,12.0
2022-09-04,MR,TC2_37,5712,10.416666666666666,Gasoline,48848,25,3000,25000,12.0
2021-12-23,LR1,TC5,8042,18.666666666666668,Refined Products,63289,35,5600,30000,12.5
2022-02-03,Aframax,STS3,7688,0.041666666666666664,Fuel Oil,99412,30,12,0,12.0
2023-01-12,MR,TC6,7750,4.166666666666667,Gasoline,43292,25,1200,10000,12.0
2023-07-30,MR,TC6,9351,4.166666666666667,Gasoline,40297,25,1200,10000,12.0
2023-04-09,Aframax,STS3,6916,0.041666666666666664,Fuel Oil,99946,30,12,0,12.0
2021-12-07,Suezmax,STS2,8797,0.04807692307692307,Crude Oil,141279,40,15,0,13.0
2022-09-15,LR2,TC7,6924,11.85897435897436,Refined Products,82250,40,3700,20000,13.0
2021-01-28,MR,TC6,6594,4.166666666666667,Gasoline,46738,25,1200,10000,12.0
2023-03-07,VLCC,TD15,5629,32.738095238095234,Crude Oil,315564,55,11000,60000,14.0
2021-10-27,MR,TC6,5815,4.166666666666667,Diesel,43827,25,1200,10000,12.0
2022-07-01,MR,STS1,7196,0.034722222222222224,Diesel,45236,25,10,0,12.0
2022-01-05,LR2,TC1,8950,17.94871794871795,Refined Products,84129,40,5600,30000,13.0
2022-02-06,Suezmax,TD20,8789,13.782051282051283,Crude Oil,147933,40,4300,35000,13.0
2021-09-08,Aframax,STS3,6975,0.041666666666666664,Fuel Oil,104208,30,12,0,12.0
2023-03-28,VLCC,TD15,7612,32.738095238095234,Crude Oil,300699,55,11000,60000,14.0
2021-02-22,Suezmax,TD6,5666,3.8461538461538463,Refined Products,143741,40,1200,12000,13.0
2023-01-21,LR1,TC7,5332,12.333333333333334,Refined Products,61860,35,3700,20000,12.5
2021-05-03,MR,TC6,7155,4.166666666666667,Diesel,41663,25,1200,10000,12.0
2023-06-30,LR1,TC1,6688,18.666666666666668,Refined Products,62445,35,5600,30000,12.5
2023-02-02,Aframax,TD8,7622,15.972222222222221,Fuel Oil,100950,30,4600,30000,12.0
2022-11-24,Suezmax,STS2,9248,0.04807692307692307,Refined Products,147264,40,15,0,13.0
2021-02-23,VLCC,TD15,6305,32.738095238095234,Crude Oil,301852,55,11000,60000,14.0
2021-11-20,Suezmax,STS2,6325,0.04807692307692307,Refined Products,147354,40,15,0,13.0
2022-08-23,MR,TC2_37,7204,10.416666666666666,Gasoline,41743,25,3000,25000,12.0
2022-11-11,Aframax,STS1,8947,0.034722222222222224,Crude Oil,103221,30,10,0,12.0
2022-12-04,Suezmax,TD20,6561,13.782051282051283,Crude Oil,148294,40,4300,35000,13.0
2021-02-01,Aframax,TD19,6820,2.777777777777778,Crude Oil,102865,30,800,15000,12.0
2022-09-20,Aframax,TD19,7865,2.777777777777778,Fuel Oil,104823,30,800,15000,12.0
2023-07-25,MR,TC2_37,6898,10.416666666666666,Diesel,46178,25,3000,25000,12.0
2022-10-24,VLCC,TD3C,6372,19.345238095238095,Crude Oil,306830,55,6500,50000,14.0
2023-02-09,Aframax,TD8,8713,15.972222222222221,Fuel Oil,101431,30,4600,30000,12.0
2022-03-14,MR,TC2_37,8665,10.416666666666666,Gasoline,47678,25,3000,25000,12.0
2022-11-29,Suezmax,TD6,8920,3.8461538461538463,Crude Oil,146029,40,1200,12000,13.0
2023-02-19,Suezmax,TD6,9088,3.8461538461538463,Crude Oil,147161,40,1200,12000,13.0
2021-03-20,Suezmax,TD6,8357,3.8461538461538463,Refined Products,142377,40,1200,12000,13.0
2023-07-05,Suezmax,TD6,7246,3.8461538461538463,Crude Oil,147001,40,1200,12000,13.0
2022-05-11,Aframax,STS2,5455,0.052083333333333336,Crude Oil,95008,30,15,0,12.0
2023-10-28,MR,TC14,5473,13.888888888888888,Gasoline,42673,25,4000,22000,12.0
2023-07-15,MR,STS1,6209,0.034722222222222224,Diesel,42518,25,10,0,12.0
2022-01-21,VLCC,TD15,9078,32.738095238095234,Crude Oil,315837,55,11000,60000,14.0
2023-11-18,VLCC,TD3C,7355,19.345238095238095,Crude Oil,304494,55,6500,50000,14.0
2021-11-10,Aframax,TD8,6790,15.972222222222221,Fuel Oil,104194,30,4600,30000,12.0
2022-05-11,Aframax,STS2,8970,0.052083333333333336,Crude Oil,103191,30,15,0,12.0
2024-01-12,VLCC,TD3C,8586,19.345238095238095,Crude Oil,314783,55,6500,50000,14.0
2022-05-02,VLCC,TD15,5086,32.738095238095234,Crude Oil,306346,55,11000,60000,14.0
2021-04-23,Suezmax,TD20,9412,13.782051282051283,Crude Oil,148052,40,4300,35000,13.0
2024-01-20,VLCC,TD3C,7049,19.345238095238095,Crude Oil,308117,55,6500,50000,14.0
2023-04-23,LR1,TC5,6985,18.666666666666668,Refined Products,62608,35,5600,30000,12.5
2021-10-18,LR1,TC7,8796,12.333333333333334,Refined Products,62760,35,3700,20000,12.5
2023-08-18,Aframax,TD19,6060,2.777777777777778,Fuel Oil,103312,30,800,15000,12.0
2022-10-25,LR2,TC7,7296,11.85897435897436,Refined Products,84304,40,3700,20000,13.0
2021-01-09,VLCC,TD3C,7120,19.345238095238095,Crude Oil,301197,55,6500,50000,14.0
2021-04-03,MR,STS3,6300,0.041666666666666664,Diesel,42897,25,12,0,12.0
2022-11-30,MR,TC11,5694,9.722222222222223,Gasoline,40987,25,2800,18000,12.0
2023-10-11,Aframax,STS3,6380,0.041666666666666664,Fuel Oil,100382,30,12,0,12.0
2021-11-02,Aframax,STS1,5414,0.034722222222222224,Fuel Oil,103790,30,10,0,12.0
2021-04-27,VLCC,STS1,6547,0.029761904761904764,Crude Oil,317275,55,10,0,14.0
2021-07-20,Suezmax,TD20,5438,13.782051282051283,Crude Oil,145994,40,4300,35000,13.0
2021-08-11,MR,STS1,8053,0.034722222222222224,Gasoline,42289,25,10,0,12.0
2022-03-03,VLCC,TD15,9609,32.738095238095234,Crude Oil,303318,55,11000,60000,14.0
2022-08-25,LR1,TC1,6355,18.666666666666668,Refined Products,56856,35,5600,30000,12.5
2022-10-15,LR1,TC7,7075,12.333333333333334,Refined Products,64333,35,3700,20000,12.5
2023-02-02,Aframax,STS2,9853,0.052083333333333336,Crude Oil,101273,30,15,0,12.0
2022-09-27,MR,TC2_37,7357,10.416666666666666,Gasoline,49279,25,3000,25000,12.0
2022-09-03,Aframax,TD19,9412,2.777777777777778,Crude Oil,101608,30,800,15000,12.0
2022-08-10,MR,TC11,7170,9.722222222222223,Gasoline,43202,25,2800,18000,12.0
2021-02-13,MR,TC6,7492,4.166666666666667,Gasoline,49088,25,1200,10000,12.0
2021-12-06,MR,TC14,9261,13.888888888888888,Diesel,48700,25,4000,22000,12.0
2022-04-09,Aframax,TD19,6014,2.777777777777778,Crude Oil,102654,30,800,15000,12.0
2023-09-30,LR2,TC7,9365,11.85897435897436,Refined Products,78497,40,3700,20000,13.0
2022-04-12,MR,TC14,9987,13.888888888888888,Diesel,46249,25,4000,22000,12.0
2022-09-05,VLCC,STS3,7099,0.03571428571428571,Crude Oil,302286,55,12,0,14.0
2022-07-04,MR,TC2_37,9595,10.416666666666666,Gasoline,42477,25,3000,25000,12.0
2021-05-15,Suezmax,TD6,7847,3.8461538461538463,Refined Products,140970,40,1200,12000,13.0
2023-08-06,Aframax,TD19,8726,2.777777777777778,Crude Oil,99048,30,800,15000,12.0
2021-03-19,Suezmax,TD20,7360,13.782051282051283,Refined Products,145469,40,4300,35000,13.0
2021-08-11,MR,TC11,5799,9.722222222222223,Gasoline,40287,25,2800,18000,12.0
2023-08-10,MR,TC11,8447,9.722222222222223,Diesel,42758,25,2800,18000,12.0
2023-06-04,MR,TC11,9128,9.722222222222223,Gasoline,41837,25,2800,18000,12.0
2023-04-21,Aframax,TD8,6477,15.972222222222221,Fuel Oil,101937,30,4600,30000,12.0
2022-07-17,Aframax,TD8,9187,15.972222222222221,Crude Oil,97940,30,4600,30000,12.0
2021-08-20,Aframax,STS2,7116,0.052083333333333336,Crude Oil,95165,30,15,0,12.0
2023-10-31,VLCC,STS3,7754,0.03571428571428571,Crude Oil,313654,55,12,0,14.0
2022-06-16,MR,TC23,5776,1.736111111111111,Gasoline,49275,25,500,8000,12.0
2023-07-12,Suezmax,TD6,7559,3.8461538461538463,Crude Oil,147525,40,1200,12000,13.0
2021-02-05,VLCC,TD3C,6339,19.345238095238095,Crude Oil,316225,55,6500,50000,14.0
2023-07-07,Suezmax,TD6,9453,3.8461538461538463,Refined Products,142564,40,1200,12000,13.0
2024-01-20,MR,TC23,7291,1.736111111111111,Diesel,44473,25,500,8000,12.0
2021-11-09,LR1,TC7,6776,12.333333333333334,Refined Products,56220,35,3700,20000,12.5
2021-04-25,LR2,TC5,8295,17.94871794871795,Refined Products,84684,40,5600,30000,13.0
2021-02-14,Aframax,STS3,5686,0.041666666666666664,Crude Oil,100321,30,12,0,12.0
2023-06-04,VLCC,TD3C,6990,19.345238095238095,Crude Oil,307032,55,6500,50000,14.0
2021-12-18,Suezmax,STS2,7897,0.04807692307692307,Refined Products,147632,40,15,0,13.0
2021-10-13,Aframax,TD8,9579,15.972222222222221,Crude Oil,104288,30,4600,30000,12.0
2023-09-14,Aframax,STS3,8569,0.041666666666666664,Crude Oil,100763,30,12,0,12.0
2022-03-21,Aframax,TD8,5146,15.972222222222221,Crude Oil,104175,30,4600,30000,12.0
2023-02-08,Suezmax,TD6,7488,3.8461538461538463,Crude Oil,141219,40,1200,12000,13.0
2021-09-02,MR,TC14,7171,13.888888888888888,Gasoline,47676,25,4000,22000,12.0
2022-04-23,LR1,TC1,5776,18.666666666666668,Refined Products,56951,35,5600,30000,12.5
2021-07-18,MR,TC14,5608,13.888888888888888,Diesel,43891,25,4000,22000,12.0
2024-01-21,VLCC,TD3C,8257,19.345238095238095,Crude Oil,310874,55,6500,50000,14.0
2023-08-24,LR1,TC1,8796,18.666666666666668,Refined Products,60296,35,5600,30000,12.5
2022-11-10,MR,TC11,8376,9.722222222222223,Gasoline,40942,25,2800,18000,12.0
2022-08-15,MR,TC2_37,9361,10.416666666666666,Gasoline,41372,25,3000,25000,12.0
2021-04-20,MR,TC11,9926,9.722222222222223,Diesel,45125,25,2800,18000,12.0
2022-02-21,VLCC,TD3C,7659,19.345238095238095,Crude Oil,318545,55,6500,50000,14.0
2023-06-25,LR2,TC5,8311,17.94871794871795,Refined Products,80718,40,5600,30000,13.0
2021-12-27,VLCC,TD15,8883,32.738095238095234,Crude Oil,302271,55,11000,60000,14.0
2023-11-26,Suezmax,TD20,6340,13.782051282051283,Refined Products,149326,40,4300,35000,13.0
2022-07-31,MR,TC11,7194,9.722222222222223,Diesel,44199,25,2800,18000,12.0
2021-10-31,MR,TC6,8027,4.166666666666667,Diesel,45719,25,1200,10000,12.0
2022-11-13,VLCC,STS3,5487,0.03571428571428571,Crude Oil,305502,55,12,0,14.0
2022-10-08,Suezmax,TD6,5566,3.8461538461538463,Crude Oil,147312,40,1200,12000,13.0
2022-07-20,Aframax,TD19,5992,2.777777777777778,Fuel Oil,102569,30,800,15000,12.0
2023-05-12,MR,TC11,5254,9.722222222222223,Diesel,40804,25,2800,18000,12.0
2022-12-17,MR,TC23,7892,1.736111111111111,Gasoline,47243,25,500,8000,12.0
2022-10-08,MR,TC14,6228,13.888888888888888,Gasoline,43667,25,4000,22000,12.0
2022-08-19,MR,TC2_37,7726,10.416666666666666,Gasoline,49447,25,3000,25000,12.0
2023-01-02,Suezmax,STS2,8044,0.04807692307692307,Refined Products,141364,40,15,0,13.0
2021-09-19,Aframax,TD8,9735,15.972222222222221,Crude Oil,102178,30,4600,30000,12.0
2022-07-19,LR1,TC7,8715,12.333333333333334,Refined Products,56299,35,3700,20000,12.5
2023-01-11,MR,TC2_37,9605,10.416666666666666,Diesel,40048,25,3000,25000,12.0
2022-10-27,MR,TC14,9483,13.888888888888888,Gasoline,42946,25,4000,22000,12.0
2022-06-25,VLCC,TD15,7486,32.738095238095234,Crude Oil,307505,55,11000,60000,14.0
2021-02-13,VLCC,TD15,8844,32.738095238095234,Crude Oil,313192,55,11000,60000,14.0
2021-06-09,MR,TC6,7364,4.166666666666667,Gasoline,46880,25,1200,10000,12.0
2022-11-10,MR,TC11,7577,9.722222222222223,Gasoline,42694,25,2800,18000,12.0
2022-06-15,MR,TC6,5442,4.166666666666667,Gasoline,47033,25,1200,10000,12.0
